CourseID,Rank,StudentID
T207012,4.157103825136612,266
T207004,4.002673796791444,266
T206060,3.945652173913044,266
T105001,3.8540372670807455,266
T207036,3.849719101123596,266
T205027,1.073426573426573,266
T207034,3.772606382978724,266
T207059,2.125,266
12E050SCIENCES,1.841836734693877,266
12E051SCIENCES,1.7692307692307692,266
T207012,4.157103825136612,256
T207002,4.117647058823529,256
T207004,4.002673796791444,256
T206060,3.945652173913044,256
T207036,3.849719101123596,256
T108003,0.9294871794871796,256
T207034,3.772606382978724,256
T207035,3.696132596685083,256
T108002,3.602272727272727,256
T207059,2.125,256
T207004,4.002673796791444,287
T206060,3.945652173913044,287
T207036,3.849719101123596,287
T207034,3.772606382978724,287
T207035,3.696132596685083,287
T205023,0.0,287
T108002,3.602272727272727,287
T207059,2.125,287
12E050SCIENCES,1.841836734693877,287
12E051SCIENCES,1.7692307692307692,287
T207002,4.117647058823529,20
T207038,4.095549738219895,20
T207004,4.002673796791444,20
T206060,3.945652173913044,20
T105001,3.8540372670807455,20
T206054,0.7053571428571429,20
T207036,3.849719101123596,20
T207034,3.772606382978724,20
T207059,2.125,20
12E050SCIENCES,1.841836734693877,20
T207002,4.117647058823529,213
T207004,4.002673796791444,213
T106006,3.977678571428572,213
T206060,3.945652173913044,213
T207036,3.849719101123596,213
T208033,0.0,213
T207034,3.772606382978724,213
T207037,3.76625,213
T106001,3.754076086956522,213
T207059,2.125,213
T207004,4.002673796791444,254
T206060,3.945652173913044,254
T207036,3.849719101123596,254
T207034,3.772606382978724,254
T207037,3.76625,254
S102013,0.9201388888888888,254
T108002,3.602272727272727,254
T207059,2.125,254
12E050SCIENCES,1.841836734693877,254
12E051SCIENCES,1.7692307692307692,254
T207002,4.117647058823529,218
T207038,4.095549738219895,218
T207004,4.002673796791444,218
T206060,3.945652173913044,218
T207036,3.849719101123596,218
T205011,0.03985507246376811,218
T108000,3.8094512195121952,218
T207034,3.772606382978724,218
T207059,2.125,218
12E050SCIENCES,1.841836734693877,218
T207002,4.117647058823529,298
T207038,4.095549738219895,298
T207004,4.002673796791444,298
T206060,3.945652173913044,298
T105001,3.8540372670807455,298
T208015,0.0,298
T207036,3.849719101123596,298
T207034,3.772606382978724,298
T207059,2.125,298
12E050SCIENCES,1.841836734693877,298
T207002,4.117647058823529,135
T207038,4.095549738219895,135
T207004,4.002673796791444,135
T206060,3.945652173913044,135
T105001,3.8540372670807455,135
T208016,0.037037037037037035,135
T207036,3.849719101123596,135
T207034,3.772606382978724,135
T207059,2.125,135
12E050SCIENCES,1.841836734693877,135
T207004,4.002673796791444,117
T206060,3.945652173913044,117
T105001,3.8540372670807455,117
T207036,3.849719101123596,117
T207034,3.772606382978724,117
T108003,0.9294871794871796,117
T207037,3.76625,117
T207059,2.125,117
12E050SCIENCES,1.841836734693877,117
12E051SCIENCES,1.7692307692307692,117
T207002,4.117647058823529,182
T207038,4.095549738219895,182
T207004,4.002673796791444,182
T206060,3.945652173913044,182
T207036,3.849719101123596,182
T208033,0.0,182
T108000,3.8094512195121952,182
T207034,3.772606382978724,182
T207059,2.125,182
12E050SCIENCES,1.841836734693877,182
T207002,4.117647058823529,274
T207038,4.095549738219895,274
T207004,4.002673796791444,274
T106006,3.977678571428572,274
T206060,3.945652173913044,274
T207037,3.76625,274
T207036,3.849719101123596,274
T207034,3.772606382978724,274
T106001,3.754076086956522,274
T207059,2.125,274
T207012,4.157103825136612,220
T207004,4.002673796791444,220
T206060,3.945652173913044,220
T207036,3.849719101123596,220
T207034,3.772606382978724,220
T208000,0.8703125,220
T108002,3.602272727272727,220
T207059,2.125,220
12E050SCIENCES,1.841836734693877,220
12E051SCIENCES,1.7692307692307692,220
T207002,4.117647058823529,30
T207038,4.095549738219895,30
T207004,4.002673796791444,30
T106006,3.977678571428572,30
T206060,3.945652173913044,30
5869,1.016891891891892,30
T207036,3.849719101123596,30
T207034,3.772606382978724,30
T207037,3.76625,30
T106001,3.754076086956522,30
T207002,4.117647058823529,195
T207038,4.095549738219895,195
T207004,4.002673796791444,195
T106006,3.977678571428572,195
T206060,3.945652173913044,195
J2D035,1.30718954248366,195
T207036,3.849719101123596,195
T207034,3.772606382978724,195
T207037,3.76625,195
T106001,3.754076086956522,195
T207004,4.002673796791444,149
T206060,3.945652173913044,149
T207036,3.849719101123596,149
T108000,3.8094512195121952,149
T207034,3.772606382978724,149
T206006,0.7661870503597122,149
T207037,3.76625,149
T207059,2.125,149
12E050SCIENCES,1.841836734693877,149
12E051SCIENCES,1.7692307692307692,149
T207002,4.117647058823529,180
T207004,4.002673796791444,180
T106006,3.977678571428572,180
T206060,3.945652173913044,180
T207036,3.849719101123596,180
T206007,0.05555555555555555,180
T207034,3.772606382978724,180
T106001,3.754076086956522,180
T207035,3.696132596685083,180
T207059,2.125,180
T207012,4.157103825136612,300
T207002,4.117647058823529,300
T207004,4.002673796791444,300
T206060,3.945652173913044,300
T207036,3.849719101123596,300
T206058,0.8010948905109491,300
T207034,3.772606382978724,300
T207037,3.76625,300
T108002,3.602272727272727,300
T207059,2.125,300
T207004,4.002673796791444,92
T206060,3.945652173913044,92
T207036,3.849719101123596,92
T207034,3.772606382978724,92
T207037,3.76625,92
T208013,0.031879194630872486,92
T108002,3.602272727272727,92
T207059,2.125,92
12E050SCIENCES,1.841836734693877,92
12E051SCIENCES,1.7692307692307692,92
T207002,4.117647058823529,9
T207038,4.095549738219895,9
T207004,4.002673796791444,9
T206060,3.945652173913044,9
T207036,3.849719101123596,9
T208000,0.8703125,9
T207034,3.772606382978724,9
T108002,3.602272727272727,9
T207059,2.125,9
12E050SCIENCES,1.841836734693877,9
T207002,4.117647058823529,67
T207038,4.095549738219895,67
T207004,4.002673796791444,67
T206060,3.945652173913044,67
T207036,3.849719101123596,67
5870,1.303030303030303,67
T108000,3.8094512195121952,67
T207034,3.772606382978724,67
T207059,2.125,67
12E050SCIENCES,1.841836734693877,67
T207002,4.117647058823529,61
T207038,4.095549738219895,61
T207004,4.002673796791444,61
T206060,3.945652173913044,61
T105001,3.8540372670807455,61
T207034,3.772606382978724,61
T207036,3.849719101123596,61
T207059,2.125,61
12E050SCIENCES,1.841836734693877,61
12E051SCIENCES,1.7692307692307692,61
T207002,4.117647058823529,264
T207038,4.095549738219895,264
T207004,4.002673796791444,264
T106006,3.977678571428572,264
T206060,3.945652173913044,264
T208015,0.0,264
T207036,3.849719101123596,264
T207034,3.772606382978724,264
T207037,3.76625,264
T106001,3.754076086956522,264
T207012,4.157103825136612,24
T207002,4.117647058823529,24
T207038,4.095549738219895,24
T207004,4.002673796791444,24
T106006,3.977678571428572,24
T208012,1.1655629139072847,24
T206060,3.945652173913044,24
T207036,3.849719101123596,24
T207034,3.772606382978724,24
T106001,3.754076086956522,24
T207004,4.002673796791444,164
T206060,3.945652173913044,164
T207036,3.849719101123596,164
T108000,3.8094512195121952,164
T207034,3.772606382978724,164
T206057,1.2532894736842106,164
T207035,3.696132596685083,164
T207059,2.125,164
12E050SCIENCES,1.841836734693877,164
12E051SCIENCES,1.7692307692307692,164
T207002,4.117647058823529,45
T207038,4.095549738219895,45
T207004,4.002673796791444,45
T106006,3.977678571428572,45
T206060,3.945652173913044,45
T208003,0.931372549019608,45
T207036,3.849719101123596,45
T207034,3.772606382978724,45
T106001,3.754076086956522,45
T207035,3.696132596685083,45
T207002,4.117647058823529,288
T207004,4.002673796791444,288
T106006,3.977678571428572,288
T206060,3.945652173913044,288
T207036,3.849719101123596,288
T208014,1.0090361445783131,288
T207034,3.772606382978724,288
T207037,3.76625,288
T106001,3.754076086956522,288
T207059,2.125,288
T207002,4.117647058823529,151
T207004,4.002673796791444,151
T206060,3.945652173913044,151
T207036,3.849719101123596,151
T108000,3.8094512195121952,151
T208016,0.037037037037037035,151
T207034,3.772606382978724,151
T207037,3.76625,151
T207035,3.696132596685083,151
T207059,2.125,151
T207002,4.117647058823529,215
T207038,4.095549738219895,215
T207004,4.002673796791444,215
T206060,3.945652173913044,215
T105001,3.8540372670807455,215
J2D035,1.30718954248366,215
T207036,3.849719101123596,215
T207034,3.772606382978724,215
T207059,2.125,215
12E050SCIENCES,1.841836734693877,215
T207012,4.157103825136612,258
T207002,4.117647058823529,258
T207004,4.002673796791444,258
T106006,3.977678571428572,258
T206060,3.945652173913044,258
T208013,0.031879194630872486,258
T207036,3.849719101123596,258
T207034,3.772606382978724,258
T207037,3.76625,258
T106001,3.754076086956522,258
T207012,4.157103825136612,15
T207002,4.117647058823529,15
T207004,4.002673796791444,15
T106006,3.977678571428572,15
T206060,3.945652173913044,15
T207037,3.76625,15
T207036,3.849719101123596,15
T207034,3.772606382978724,15
T106001,3.754076086956522,15
T207035,3.696132596685083,15
T207012,4.157103825136612,132
T207004,4.002673796791444,132
T206060,3.945652173913044,132
T207036,3.849719101123596,132
T108000,3.8094512195121952,132
T208014,1.0090361445783131,132
T207034,3.772606382978724,132
T207059,2.125,132
12E050SCIENCES,1.841836734693877,132
12E051SCIENCES,1.7692307692307692,132
T207004,4.002673796791444,21
T206060,3.945652173913044,21
T207036,3.849719101123596,21
T108000,3.8094512195121952,21
T207034,3.772606382978724,21
J2D035,1.30718954248366,21
T207035,3.696132596685083,21
T207059,2.125,21
12E050SCIENCES,1.841836734693877,21
12E051SCIENCES,1.7692307692307692,21
T207004,4.002673796791444,273
T206060,3.945652173913044,273
T105001,3.8540372670807455,273
T207036,3.849719101123596,273
T207034,3.772606382978724,273
T108003,0.9294871794871796,273
T207037,3.76625,273
T207059,2.125,273
12E050SCIENCES,1.841836734693877,273
12E051SCIENCES,1.7692307692307692,273
T207012,4.157103825136612,57
T207004,4.002673796791444,57
T206060,3.945652173913044,57
T207036,3.849719101123596,57
T207034,3.772606382978724,57
J2D035,1.30718954248366,57
T108002,3.602272727272727,57
T207059,2.125,57
12E050SCIENCES,1.841836734693877,57
12E051SCIENCES,1.7692307692307692,57
T207012,4.157103825136612,88
T207002,4.117647058823529,88
T207038,4.095549738219895,88
T207004,4.002673796791444,88
T106006,3.977678571428572,88
T206057,1.2532894736842106,88
T206060,3.945652173913044,88
T207036,3.849719101123596,88
T207034,3.772606382978724,88
T106001,3.754076086956522,88
T207004,4.002673796791444,206
T206060,3.945652173913044,206
T207036,3.849719101123596,206
T108000,3.8094512195121952,206
T207034,3.772606382978724,206
T208015,0.0,206
T207037,3.76625,206
T207059,2.125,206
12E050SCIENCES,1.841836734693877,206
12E051SCIENCES,1.7692307692307692,206
T207004,4.002673796791444,102
T206060,3.945652173913044,102
T207036,3.849719101123596,102
T108000,3.8094512195121952,102
T207034,3.772606382978724,102
T208012,1.1655629139072847,102
T207035,3.696132596685083,102
T207059,2.125,102
12E050SCIENCES,1.841836734693877,102
12E051SCIENCES,1.7692307692307692,102
T207012,4.157103825136612,249
T207002,4.117647058823529,249
T207004,4.002673796791444,249
T206060,3.945652173913044,249
T105001,3.8540372670807455,249
T207059,2.125,249
T207036,3.849719101123596,249
T207034,3.772606382978724,249
T207035,3.696132596685083,249
12E050SCIENCES,1.841836734693877,249
T207002,4.117647058823529,19
T207004,4.002673796791444,19
T206060,3.945652173913044,19
T207036,3.849719101123596,19
T108000,3.8094512195121952,19
T206057,1.2532894736842106,19
T207034,3.772606382978724,19
T207037,3.76625,19
T207035,3.696132596685083,19
T207059,2.125,19
T207002,4.117647058823529,55
T207004,4.002673796791444,55
T106006,3.977678571428572,55
T206060,3.945652173913044,55
T207036,3.849719101123596,55
T205011,0.03985507246376811,55
T207034,3.772606382978724,55
T207037,3.76625,55
T106001,3.754076086956522,55
T207059,2.125,55
T207002,4.117647058823529,13
T207038,4.095549738219895,13
T207004,4.002673796791444,13
T206060,3.945652173913044,13
T207036,3.849719101123596,13
12E051SCIENCES,1.7692307692307692,13
T108000,3.8094512195121952,13
T207034,3.772606382978724,13
T207059,2.125,13
12E050SCIENCES,1.841836734693877,13
T207012,4.157103825136612,285
T207002,4.117647058823529,285
T207004,4.002673796791444,285
T106006,3.977678571428572,285
T206060,3.945652173913044,285
T208000,0.8703125,285
T207036,3.849719101123596,285
T207034,3.772606382978724,285
T106001,3.754076086956522,285
T207059,2.125,285
T207012,4.157103825136612,181
T207002,4.117647058823529,181
T207038,4.095549738219895,181
T207004,4.002673796791444,181
T106006,3.977678571428572,181
T208012,1.1655629139072847,181
T206060,3.945652173913044,181
T207036,3.849719101123596,181
T207034,3.772606382978724,181
T207037,3.76625,181
T207004,4.002673796791444,154
T206060,3.945652173913044,154
T207036,3.849719101123596,154
T207034,3.772606382978724,154
T207035,3.696132596685083,154
T205020,1.2463768115942029,154
T108002,3.602272727272727,154
T207059,2.125,154
12E050SCIENCES,1.841836734693877,154
12E051SCIENCES,1.7692307692307692,154
T207002,4.117647058823529,191
T207004,4.002673796791444,191
T106006,3.977678571428572,191
T206060,3.945652173913044,191
T207036,3.849719101123596,191
T206006,0.7661870503597122,191
T207034,3.772606382978724,191
T207037,3.76625,191
T106001,3.754076086956522,191
T207059,2.125,191
T207002,4.117647058823529,18
T207038,4.095549738219895,18
T207004,4.002673796791444,18
T206060,3.945652173913044,18
T207036,3.849719101123596,18
T208012,1.1655629139072847,18
T108000,3.8094512195121952,18
T207034,3.772606382978724,18
T207059,2.125,18
12E050SCIENCES,1.841836734693877,18
T207004,4.002673796791444,29
T206060,3.945652173913044,29
T207036,3.849719101123596,29
T108000,3.8094512195121952,29
T207034,3.772606382978724,29
T206057,1.2532894736842106,29
T207035,3.696132596685083,29
T207059,2.125,29
12E050SCIENCES,1.841836734693877,29
12E051SCIENCES,1.7692307692307692,29
T207002,4.117647058823529,128
T207038,4.095549738219895,128
T207004,4.002673796791444,128
T206060,3.945652173913044,128
T207036,3.849719101123596,128
J2P015,1.4523809523809523,128
T108000,3.8094512195121952,128
T207034,3.772606382978724,128
T207059,2.125,128
12E050SCIENCES,1.841836734693877,128
T207004,4.002673796791444,192
T206060,3.945652173913044,192
T207036,3.849719101123596,192
T207034,3.772606382978724,192
T207035,3.696132596685083,192
T206057,1.2532894736842106,192
T108002,3.602272727272727,192
T207059,2.125,192
12E050SCIENCES,1.841836734693877,192
12E051SCIENCES,1.7692307692307692,192
T207012,4.157103825136612,133
T207004,4.002673796791444,133
T206060,3.945652173913044,133
T207036,3.849719101123596,133
T207034,3.772606382978724,133
T205000,0.0,133
T108002,3.602272727272727,133
T207059,2.125,133
12E050SCIENCES,1.841836734693877,133
12E051SCIENCES,1.7692307692307692,133
T207004,4.002673796791444,189
T206060,3.945652173913044,189
T105001,3.8540372670807455,189
T207036,3.849719101123596,189
T207034,3.772606382978724,189
T205020,1.2463768115942029,189
T207037,3.76625,189
T207059,2.125,189
12E050SCIENCES,1.841836734693877,189
12E051SCIENCES,1.7692307692307692,189
T207004,4.002673796791444,252
T206060,3.945652173913044,252
T207036,3.849719101123596,252
T108000,3.8094512195121952,252
T207034,3.772606382978724,252
T208013,0.031879194630872486,252
T207037,3.76625,252
T207059,2.125,252
12E050SCIENCES,1.841836734693877,252
12E051SCIENCES,1.7692307692307692,252
T207002,4.117647058823529,202
T207038,4.095549738219895,202
T207004,4.002673796791444,202
T206060,3.945652173913044,202
T207036,3.849719101123596,202
12E051SCIENCES,1.7692307692307692,202
T207034,3.772606382978724,202
T207037,3.76625,202
T108002,3.602272727272727,202
T207059,2.125,202
T207004,4.002673796791444,109
T206060,3.945652173913044,109
T105001,3.8540372670807455,109
T207036,3.849719101123596,109
T207034,3.772606382978724,109
T208003,0.931372549019608,109
T207037,3.76625,109
T207059,2.125,109
12E050SCIENCES,1.841836734693877,109
12E051SCIENCES,1.7692307692307692,109
T207002,4.117647058823529,270
T207038,4.095549738219895,270
T207004,4.002673796791444,270
T206060,3.945652173913044,270
T105001,3.8540372670807455,270
T206059,0.0,270
T207036,3.849719101123596,270
T207034,3.772606382978724,270
T207059,2.125,270
12E050SCIENCES,1.841836734693877,270
T207012,4.157103825136612,272
T207004,4.002673796791444,272
T206060,3.945652173913044,272
T207036,3.849719101123596,272
T207034,3.772606382978724,272
J2P201,1.482371794871795,272
T108002,3.602272727272727,272
T207059,2.125,272
12E050SCIENCES,1.841836734693877,272
12E051SCIENCES,1.7692307692307692,272
T207012,4.157103825136612,12
T207004,4.002673796791444,12
T206060,3.945652173913044,12
T105001,3.8540372670807455,12
T207036,3.849719101123596,12
T206054,0.7053571428571429,12
T207034,3.772606382978724,12
T207059,2.125,12
12E050SCIENCES,1.841836734693877,12
12E051SCIENCES,1.7692307692307692,12
T207004,4.002673796791444,46
T206060,3.945652173913044,46
T207036,3.849719101123596,46
T108000,3.8094512195121952,46
T207034,3.772606382978724,46
12E050SCIENCES,1.841836734693877,46
T207037,3.76625,46
T207059,2.125,46
12E051SCIENCES,1.7692307692307692,46
J2P201,1.482371794871795,46
T207004,4.002673796791444,116
T206060,3.945652173913044,116
T105001,3.8540372670807455,116
T207036,3.849719101123596,116
T207034,3.772606382978724,116
T208012,1.1655629139072847,116
T207035,3.696132596685083,116
T207059,2.125,116
12E050SCIENCES,1.841836734693877,116
12E051SCIENCES,1.7692307692307692,116
